2022-04-13;18:35:09 type=SEND_DATA element=LUM-0-O value=NONE
2022-04-13;18:36:23 type=SEND_DATA element=LUM-0-O value=NONE
2022-04-13;18:38:46 type=SEND_DATA element=LUM-0-O value=NONE
2022-04-13;20:08:57 type=GET_DATA element=LUM-0-O value=NONE
2022-04-13;20:10:13 type=GET_DATA element=LUM-0-O value=NONE
2022-04-13;20:11:08 type=GET_DATA element=LUM-0-O value=NONE
2022-04-13;20:11:57 type=GET_DATA element=LUM-0-I value=NONE
2022-04-13;20:12:58 type=SET_DATA element=LUM-0-I value=test
